#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Sos1	Ccnb2	2104984	2099229	10090.ENSMUSP00000067786	10090.ENSMUSP00000034742	0	0	0	0	0.058	0.402	0	0.08	0.436
Mtor	Lmna	2110226	2097617	10090.ENSMUSP00000099510	10090.ENSMUSP00000029699	0	0	0	0	0.052	0.104	0	0.39	0.436
Rheb	Cdk2	2097962	2096601	10090.ENSMUSP00000030787	10090.ENSMUSP00000026416	0	0	0	0	0.079	0.115	0.129	0.299	0.436
Ccnb1	Sos1	2105622	2104984	10090.ENSMUSP00000071989	10090.ENSMUSP00000067786	0	0	0	0	0.058	0.402	0	0.08	0.436
Atm	Eif4ebp1	2112380	2098910	10090.ENSMUSP00000113388	10090.ENSMUSP00000033880	0	0	0	0	0	0.111	0	0.392	0.436
Shc1	Ghr	2108594	2105199	10090.ENSMUSP00000091940	10090.ENSMUSP00000069457	0	0	0	0	0	0.109	0	0.392	0.435
Mapkap1	Pten	2111755	2094170	10090.ENSMUSP00000108751	10090.ENSMUSP00000013807	0	0	0	0	0.091	0	0	0.402	0.434
Rps6	Igf1	2110399	2103282	10090.ENSMUSP00000099878	10090.ENSMUSP00000056668	0	0	0	0	0	0	0	0.434	0.434
Ghr	Grb2	2105199	2095072	10090.ENSMUSP00000069457	10090.ENSMUSP00000021090	0	0	0	0	0	0.109	0	0.39	0.433
Chek1	Egfr	2099199	2094834	10090.ENSMUSP00000034625	10090.ENSMUSP00000020329	0	0	0	0	0	0	0	0.431	0.431
Igf1	Mdm2	2103282	2094859	10090.ENSMUSP00000056668	10090.ENSMUSP00000020408	0	0	0	0	0	0	0	0.43	0.43
Mtor	Rad17	2110226	2095404	10090.ENSMUSP00000099510	10090.ENSMUSP00000022136	0	0	0	0	0.087	0.193	0.169	0.178	0.429
Sos1	Rptor	2104984	2096691	10090.ENSMUSP00000067786	10090.ENSMUSP00000026671	0	0	0	0	0.413	0	0	0.067	0.429
Ccnb2	Mre11a	2099229	2099107	10090.ENSMUSP00000034742	10090.ENSMUSP00000034405	0	0	0	0	0.183	0.052	0	0.321	0.428
Igf1	Pck1	2103282	2097389	10090.ENSMUSP00000056668	10090.ENSMUSP00000029017	0	0	0	0	0.077	0	0	0.406	0.428
Rheb	Grb2	2097962	2095072	10090.ENSMUSP00000030787	10090.ENSMUSP00000021090	0	0	0	0	0.049	0.1	0.217	0.248	0.428
Ucp2	Pck1	2112851	2097389	10090.ENSMUSP00000120967	10090.ENSMUSP00000029017	0	0	0	0	0.051	0	0	0.421	0.427
Trp53	Gpx4	2111141	2109063	10090.ENSMUSP00000104298	10090.ENSMUSP00000094863	0	0	0	0	0	0.047	0.293	0.218	0.427
Insr	Egfr	2108203	2094834	10090.ENSMUSP00000088837	10090.ENSMUSP00000020329	0	0	0	0.625	0.049	0.111	0.127	0.767	0.425
Rps6kb1	Crebbp	2112781	2095752	10090.ENSMUSP00000119715	10090.ENSMUSP00000023165	0	0	0	0	0.067	0.103	0.233	0.21	0.425
Atm	Cdc20	2112380	2093817	10090.ENSMUSP00000113388	10090.ENSMUSP00000006565	0	0	0	0	0	0	0	0.425	0.425
Cdca8	Cdk2	2107296	2096601	10090.ENSMUSP00000081319	10090.ENSMUSP00000026416	0	0	0	0	0.333	0	0	0.172	0.424
Mre11a	Bub1	2099107	2097328	10090.ENSMUSP00000034405	10090.ENSMUSP00000028858	0	0	0	0	0.237	0.057	0	0.263	0.424
Cbl	Pten	2100642	2094170	10090.ENSMUSP00000041902	10090.ENSMUSP00000013807	0	0	0	0	0.073	0.107	0	0.357	0.422
Atm	Birc5	2112380	2106931	10090.ENSMUSP00000113388	10090.ENSMUSP00000079124	0	0	0	0	0.055	0	0	0.413	0.421
Eif4ebp1	Acaca	2098910	2094986	10090.ENSMUSP00000033880	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.42	0.42
Bcl2	Irs2	2111690	2100009	10090.ENSMUSP00000108371	10090.ENSMUSP00000038514	0	0	0	0	0	0.101	0	0.382	0.42
Atm	Igf1r	2112380	2093723	10090.ENSMUSP00000113388	10090.ENSMUSP00000005671	0	0	0	0	0.05	0.062	0.161	0.316	0.42
Cdk2	Pparg	2096601	2093113	10090.ENSMUSP00000026416	10090.ENSMUSP00000000450	0	0	0	0	0	0.1	0.157	0.293	0.416
Mre11a	Aurka	2099107	2097382	10090.ENSMUSP00000034405	10090.ENSMUSP00000028997	0	0	0	0	0.231	0	0	0.269	0.415
Ghr	Egfr	2105199	2094834	10090.ENSMUSP00000069457	10090.ENSMUSP00000020329	0	0	0	0	0.082	0	0	0.389	0.415
Aurkb	Akt1	2095125	2093284	10090.ENSMUSP00000021277	10090.ENSMUSP00000001780	0	0	0.316	0.801	0	0.047	0.32	0.421	0.413
Lmna	Cdk2	2097617	2096601	10090.ENSMUSP00000029699	10090.ENSMUSP00000026416	0	0	0	0	0.092	0.099	0	0.34	0.413
Pck1	Crebbp	2097389	2095752	10090.ENSMUSP00000029017	10090.ENSMUSP00000023165	0	0	0	0	0	0.047	0	0.408	0.412
Kif2c	Cdk2	2104499	2096601	10090.ENSMUSP00000064261	10090.ENSMUSP00000026416	0	0	0	0	0.202	0.109	0	0.239	0.412
Ep300	Cdk1	2104849	2094764	10090.ENSMUSP00000066789	10090.ENSMUSP00000020099	0	0	0	0	0.067	0.229	0.146	0.154	0.411
Cdkn1a	Cdc20	2095964	2093817	10090.ENSMUSP00000023829	10090.ENSMUSP00000006565	0	0	0	0	0.05	0.108	0	0.36	0.41
Ucp2	Insr	2112851	2108203	10090.ENSMUSP00000120967	10090.ENSMUSP00000088837	0	0	0	0	0	0	0	0.41	0.41
Cenpa	Ep300	2112931	2104849	10090.ENSMUSP00000122831	10090.ENSMUSP00000066789	0	0	0	0	0.048	0.323	0	0.158	0.41
Mre11a	Crebbp	2099107	2095752	10090.ENSMUSP00000034405	10090.ENSMUSP00000023165	0	0	0	0	0.053	0.293	0	0.19	0.41
Atm	Ccnb2	2112380	2099229	10090.ENSMUSP00000113388	10090.ENSMUSP00000034742	0	0	0	0	0.052	0.048	0	0.398	0.409
Ghrhr	Igf1	2105018	2103282	10090.ENSMUSP00000068120	10090.ENSMUSP00000056668	0	0	0	0	0.049	0	0	0.404	0.409
Cdkn1a	Pparg	2095964	2093113	10090.ENSMUSP00000023829	10090.ENSMUSP00000000450	0	0	0	0	0	0.062	0	0.395	0.408
Trp53	Rptor	2111141	2096691	10090.ENSMUSP00000104298	10090.ENSMUSP00000026671	0	0	0	0	0	0	0	0.409	0.408
Tsc2	Pck1	2109084	2097389	10090.ENSMUSP00000094986	10090.ENSMUSP00000029017	0	0	0	0	0	0	0	0.409	0.408
Trp53	Rheb	2111141	2097962	10090.ENSMUSP00000104298	10090.ENSMUSP00000030787	0	0	0	0	0	0.066	0	0.392	0.407
Cenpa	Chek2	2112931	2104828	10090.ENSMUSP00000122831	10090.ENSMUSP00000066679	0	0	0	0	0.149	0.115	0	0.274	0.406
Mad2l1	Mre11a	2110075	2099107	10090.ENSMUSP00000098897	10090.ENSMUSP00000034405	0	0	0	0	0.329	0.057	0	0.137	0.406
Ccna2	Akt1	2097462	2093284	10090.ENSMUSP00000029270	10090.ENSMUSP00000001780	0	0	0	0	0.054	0.111	0	0.349	0.405
Mad1l1	Cdk2	2098220	2096601	10090.ENSMUSP00000031534	10090.ENSMUSP00000026416	0	0	0	0	0.092	0.062	0	0.357	0.405
Igf1	Crebbp	2103282	2095752	10090.ENSMUSP00000056668	10090.ENSMUSP00000023165	0	0	0	0	0	0	0	0.404	0.404
Atm	Bub3	2112380	2107328	10090.ENSMUSP00000113388	10090.ENSMUSP00000081547	0	0	0	0	0	0.102	0	0.362	0.403
Rps6kb1	Sos1	2112781	2104984	10090.ENSMUSP00000119715	10090.ENSMUSP00000067786	0	0	0	0	0.099	0.107	0.233	0.145	0.402
Kif2c	H2afx	2104499	2102373	10090.ENSMUSP00000064261	10090.ENSMUSP00000051432	0	0	0	0	0.326	0.046	0	0.141	0.4
Mif	Akt1	2100498	2093284	10090.ENSMUSP00000041149	10090.ENSMUSP00000001780	0	0	0	0	0	0	0	0.4	0.4
