,Quiescent 1h/control,Quiescent 6h/control,Quiescent 24h/control,Quiescent 96h/control,Rapamycin 1h/control,Rapamycin 6h/control,Rapamycin 24h/control,Rapamycin 96h/control,IGF 0.5h/control,IGF 1h/control,IGF 3h/control,IGF 6h/control,IGF 24h/control,Apoptosis 0.5h/control,Apoptosis 1h/control,Apoptosis 3h/control,Apoptosis 6h/control,Senescent 1h/control,Senescent 6h/control,Senescent 24h/control,Senescent 96h/control
NFkB-p105/p50 (Phospho-Ser932),-0.020883971,-0.086016065,-0.176269909,-0.112789586,-0.08768936,-0.133433935,0.071413351,-0.068848922,0.185821584,-0.052478327,0.221576468,0.510023845,0.555815656,0.241907199,-0.107543529,0.007673591,0.035239994,0.017100684,0.184977526,0.091085736,0.007233982
p38 MAPK (Phospho-Thr180),-0.034116685,0.280665469,0.154401446,0.496912654,0.186440972,0.247843124,0.127023824,0.152704646,0.737254056,0.366461708,0.103471218,-0.324310302,0.779534595,0.482741506,0.264381705,0.052543827,-0.082579621,0.665387285,0.332959483,0.117540218,0.375971868
p38 MAPK (Phospho-Tyr182),-1.291955318,-1.347541165,-0.769241632,-1.148212485,0.055008019,-0.96965118,-0.483961617,-0.576341523,-0.829138819,-0.798697138,-1.132264926,-0.706914521,-1.037283954,-1.220677379,-1.025779059,-0.696112755,-0.478477701,-1.602380669,-0.786736504,-0.947100621,-1.197013692
RelB (Phospho-Ser552),-0.110218856,-0.055480793,0.054834332,-0.542367625,1.020770882,-0.229007107,0.182845157,0.395310929,0.352802637,0.047936094,-0.656963331,0.606229715,-0.045643705,0.159319593,0.181791064,0.665053193,-0.013166419,-0.299131989,0.14700467,-0.237406586,0.635034066
PTEN (Ab-380/382/383),0.096246387,0.39148809,0.08836823,0.173159284,0.250583582,0.10938704,-0.010441396,0.142007751,0.082024486,0.04488082,-0.639067943,-0.597236627,0.042849608,0.20796642,0.335373567,0.048561409,0.071793415,0.177038073,0.109413584,-0.195800152,0.618056252
PTEN (Ab-370),0.030912233,-0.232105973,-0.01926935,0.244982656,-0.111563964,0.045950179,-0.125767132,0.10033509,-0.13020331,-0.216247823,-1.090442598,-0.854358336,-0.352906089,-0.897739814,-0.332106679,-0.414301117,-0.107566845,-0.491621559,-0.184535541,-0.481366283,0.444270399
P95/NBS1 (Ab-343),-0.307824295,-1.532283658,-0.572494757,-1.269633679,-0.654689397,-1.121274901,-0.710291399,-0.709999475,-1.523672992,-1.535511937,-1.684722577,-2.274577208,-1.34982151,-1.693887652,-1.340474973,-1.436871439,-0.190389302,-1.539573225,-0.928239145,-1.119394533,-1.319521515
BCL-2 (Ab-56),0.050476008,-0.009958716,-0.287396485,0.090468891,-0.344492322,0.537727295,-0.352628961,-0.387596141,-0.12935763,-0.007432602,-0.141337745,-0.099936861,-0.061842802,-0.193264613,-0.432310919,-0.802000298,-0.110406931,0.006781388,-0.240081142,-0.373483714,-0.948671174
BCL-2 (Ab-70),-0.168323753,0.663422113,-0.081785052,-0.087876783,-0.276293491,0.504403458,-0.225341935,-0.18470774,0.561771874,0.077110139,0.313130416,-0.264003527,0.242833739,0.464877124,-0.301276436,-0.370628719,0.166944503,0.546961163,-0.03418658,-0.201422955,-0.20263558
NFkB-p65 (Phospho-Thr505),-0.126891272,-0.259398655,0.017442215,-0.271545454,-0.060547369,-0.155099111,0.042591311,0.047445968,-0.006134818,-0.200788237,-0.316383522,-0.254065774,-0.027271382,-0.344324261,-0.462832409,0.351251652,0.132776468,-0.316874032,-0.25990102,-0.173127652,-0.06337013
BAD (Ab-112),-0.566166393,-0.392563785,-0.404600146,-0.629160753,-0.454853594,-0.248768115,-0.269886766,-0.361671385,0.159092948,-0.290881561,-0.760523545,-0.804830012,-0.287125119,-0.620962022,-0.482612879,0.457957818,-0.260893671,-0.177210065,-0.2938412,-0.597267477,-0.643749897
BAD (Ab-136),0.018530736,0.785607944,0.105769399,0.051610137,0.356741281,0.371001237,0.04995735,0.095274002,0.732877828,0.408499516,0.748753079,0.003564576,0.489383848,0.352790531,0.135031074,0.337259286,0.099141071,0.59294055,0.260544821,0.145703851,0.331813635
BAD (Ab-155),0.030605535,0.567626479,-0.094510664,0.308697182,-0.061209027,0.683352852,0.12657182,0.026625664,3.107514516,0.726957946,0.979804571,0.084302977,1.058742026,0.413727962,0.021048055,-0.301353449,-0.054019678,0.910149747,0.39014921,0.176772811,-0.069891409
Estrogen Receptor-alpha (Ab-104),0.359231782,1.312557055,0.704824192,1.46018048,0.043701463,1.033823432,0.402553965,0.386659295,0.426617518,0.080971682,0.491047695,0.081923323,0.889482017,1.142072893,0.673649426,-0.019690831,0.061589643,1.112044111,0.734858724,0.459724376,0.540488371
Estrogen Receptor-alpha (Ab-106),0.65025082,1.200064246,0.495106168,1.890144395,0.352494566,1.143003016,0.726108886,0.490658494,1.419156587,0.382121361,-0.71646842,-0.33506182,0.517022663,-0.518749805,-0.012676358,-0.376357012,1.654002795,0.98936562,1.46311604,0.590839161,2.867275107
Estrogen Receptor-alpha (Ab-118),-0.156554491,0.669136507,0.150624489,0.476348596,0.101993689,0.440906439,0.172972524,0.14464936,0.338110064,0.495291763,0.464225419,0.189264269,1.00147487,1.027830703,0.178418294,0.23165558,0.053235191,0.948861124,0.511501384,0.1363066,0.333132238
Estrogen Receptor-alpha (Ab-167),0.006892294,0.867004598,0.329105384,0.774473361,0.153132725,0.754165483,0.279342953,0.214220291,0.441659423,0.415222185,0.628978998,1.196998546,1.408280332,0.769133399,0.420547252,0.015570086,-0.090006595,1.209555528,0.657890832,0.57199935,0.389564898
Progesterone Receptor (Ab-190),0.377729236,0.648100085,1.116647455,0.544272143,0.197410257,1.348997597,0.443522587,0.748192936,1.249971124,0.792219332,0.161743942,1.059081871,0.812750869,0.573320306,1.07522048,-0.08524313,0.863189701,1.194210907,0.417882539,0.176505161,1.203584976
HER2 (Ab-877),0.012643514,0.609654361,0.117277328,0.273688507,0.063664055,0.362232438,0.00050657,-0.021125832,0.439618623,0.374528374,0.809303493,0.436097991,1.4467642,0.34602786,0.023004551,-0.287378858,-0.122572817,0.637775771,0.465534967,0.261298666,-0.207550446
HER2 (Ab-1221/1222),0.159561431,-0.45372056,-0.286719892,-0.416600039,0.014992796,-0.607008407,-0.088338254,-0.166644379,-0.377358354,-0.789430794,-0.864063113,-1.106360462,-0.121444036,-0.657870198,-0.595431217,-0.482543737,-0.174474334,-0.204572828,-0.235104134,-0.301373473,0.216958739
HER2 (Ab-1248),0.134144782,0.952796479,0.339743959,-0.274535252,0.222870038,0.288241167,0.35554603,0.2870166,0.27375791,-0.053085557,-0.149570577,-0.076016563,0.842748728,0.300213526,0.411273107,-0.289199655,0.018047206,0.790539279,0.449301657,0.194265424,0.74829053
EGFR (Ab-1070),-0.348046886,-2.117645839,-1.096517363,-1.724184698,-1.295423416,-1.517661174,-1.202903979,-1.311761813,-1.664398979,-1.690963308,-1.634296276,-2.554335672,-1.613587992,-2.197554874,-1.986156216,-1.839681359,-0.863130326,-1.829028729,-1.43506899,-1.608747143,-2.718416324
EGFR (Ab-1092),-0.365976734,-0.314467838,-0.260603271,-0.163979958,0.046308853,-0.546655533,-0.396589414,-0.341921997,-0.039032207,-0.374999737,-0.708718262,-1.077891915,-0.320247092,-0.553616642,-0.559148639,-0.300851989,-0.372822783,-0.501597919,-0.455213342,-0.509962052,-0.649841647
Connexin 43 (Ab-367),0.338602799,1.686454452,0.868042376,0.917209009,0.119164936,0.501361839,0.713189221,0.604889356,0.315364095,0.343126098,-0.261528012,0.230792584,0.541306021,0.500838327,1.259077222,-0.013030173,0.617784451,0.358700465,0.377433333,0.289278911,2.275647467
DAB1 (Ab-232),-0.215028758,0.502841991,-0.016438665,0.408307125,-0.044432959,1.166757023,0.070494244,-0.012350328,0.621269697,0.425977013,2.866478425,0.480413621,0.600927531,0.852129147,0.089811891,-0.281798062,-0.053454104,0.79200705,0.535808822,0.120123967,-0.179492756
NFkB-p65 (Ab-311),0.055108953,0.102895655,0.070642606,0.004959777,-0.194992364,0.403237657,0.166293178,0.103341018,0.174534747,0.371763786,3.007252212,0.716456491,0.170287494,0.414498707,0.245135928,0.720868832,0.086136948,0.194958291,0.144745686,0.131034811,0.125592328
GluR1 (Ab-849),0.731714865,-0.229604391,0.43205252,-0.289266809,-0.078968959,-0.559973767,-0.532148188,-0.354238358,-1.075469036,-0.79810178,-2.100752304,-1.588601278,-0.702928468,-1.347734995,-0.707133615,-0.974235935,0.214769946,-0.697164474,-0.631852598,-0.902848315,0.056864455
GluR1 (Ab-863),0.458897158,0.577667778,0.427185903,-0.623992691,-0.256760293,-0.029895451,-0.160523903,-0.143986349,-0.483368773,-0.210181849,-0.009051159,0.30695165,-0.068863606,-0.340467735,-0.247302736,-0.445840189,-0.32175577,-0.347773229,-0.369374924,-0.257510018,-0.632900822
HSF1 (Ab-303),-0.171464074,0.490466709,0.156070914,0.420767284,-0.111036697,0.60123752,-0.066065184,-0.267305425,-0.058647296,0.003479181,0.793209862,0.760765867,0.106547796,0.234076823,-0.035457795,-0.065772826,0.185102951,0.379345506,0.151208759,0.07471207,0.127796587
EGFR (Ab-1110),0.244895678,0.158401296,-0.030171123,-0.182456221,-0.099998963,0.017557163,0.119318594,-0.039097181,0.576835292,-0.017855122,-0.280220809,-0.514865536,0.032850754,-0.487169913,-0.313649824,0.380484561,0.096912164,-0.037482691,-0.187308589,-0.253200612,0.244599665
MARCKS (Ab-163),-0.058867125,0.225330674,-0.041454734,-0.024764745,-0.060045122,0.342523431,-0.049082664,-0.021732005,0.280451076,0.362880506,0.799725857,0.322226544,0.410898735,0.214272335,0.003549173,0.633671336,0.159987478,0.246631818,0.092096171,-0.063072912,-0.202558813
Merlin (Ab-518),0.145142358,0.708392609,0.10158829,0.984896859,-0.097369473,1.011963629,-0.0561,-0.087702343,0.628790943,0.687036678,0.701097445,0.054473529,0.92955684,0.478366866,-0.048864625,-0.390922078,-0.141932159,0.936295369,0.419387577,0.176943446,-0.09575425
Synapsin (Ab-9),0.432687123,0.68765447,0.237673397,0.668293428,0.268933238,0.212522054,-0.117225147,-0.218794691,0.401559222,0.204512311,0.64106848,0.256238976,0.764579056,0.409118803,-0.149860664,-0.482256967,-0.150059374,0.436463401,0.041476962,0.077412114,-0.348446406
Histone H2A.X (Ab-139),0.737446203,1.883406109,0.699406631,0.953446443,0.111130908,0.194848033,-0.187778077,-0.230345725,-0.235806747,-0.316723094,-0.124235432,-1.23380423,0.527790677,0.511186761,-0.043897863,-0.630636169,0.655344089,1.693767493,0.643569799,0.806571389,1.267099632
P70S6K (Ab-411),0.080868064,0.396461762,0.080498987,0.264195673,0.114449033,0.480831071,-0.079655521,-0.103086363,0.359490488,0.244191795,0.53678055,0.148035473,0.973621649,0.272009165,-0.225677354,-0.211121321,-0.109829366,0.569488705,0.146227825,0.150802509,-0.210952758
Tau (Ab-422),0.092862632,0.226211499,0.198650254,0.185640401,0.076359151,0.183402343,0.042179952,-0.041807101,0.235744611,0.012115803,0.192603125,1.048439386,0.418575644,0.14537197,0.072133806,-0.192735774,-0.090334566,0.458986245,-0.007336935,0.279143143,-0.048096713
Cortactin (Ab-421),-0.184615659,0.742855821,0.205837407,0.622030989,0.069305311,0.183768114,-0.171193298,-0.228009118,0.232300132,0.071147524,0.315685052,4.549618877,0.809825165,0.54132367,0.117562653,-0.317322543,-0.143450255,0.451291671,0.085340692,0.037596827,-0.548379273
Cortactin (Ab-466),0.234778985,0.61111788,0.31229841,0.153017383,-0.340263858,-0.261694136,-0.329426158,-0.413155822,-0.39278793,-0.522843237,-0.475069397,0.649492534,0.162839546,-0.705704776,-0.7361025,-0.643910565,-0.395742842,-0.568051067,-0.522866622,-0.483534723,-1.105564325
CREB (Ab-129),-0.148445814,0.414430067,0.265950649,0.208697826,0.084591312,0.533281839,0.100520956,0.037092195,0.454099731,0.371161878,0.340688642,0.540210479,1.187260552,0.821281715,0.277108112,-0.111383148,-0.207342998,0.874691382,0.313659785,0.372611069,-0.070376837
DAB1 (Ab-220),-0.061772708,0.332711252,0.113242295,0.418826793,-0.084689421,0.480167657,0.108346777,0.06640781,0.451441691,0.298311629,0.068338463,-0.434136997,1.004330589,0.344134378,0.321693121,0.021593208,-0.099189585,0.642215229,0.232017613,0.104559852,0.223336739
DARPP-32 (Ab-34),-1.176314105,-1.069619799,-0.520188037,-0.835156991,-0.517271142,-1.001767692,-0.537107975,-0.627012763,-0.733619266,-1.092583071,-1.492377469,-1.332609208,-1.260000206,-1.471504875,-1.034777318,-0.594114325,-0.387367586,-0.799173478,-0.963866537,-1.094791758,-1.050056359
Dok-1 (Ab-362),-0.224904706,0.481957611,0.320841516,0.590877438,0.038270979,0.273774719,0.247515375,0.142411224,0.298397931,0.159218044,-0.062190001,-0.228331443,0.307505862,0.27567839,0.425366988,0.221488756,-0.054044785,0.259709324,0.225337372,-0.125997157,0.767695775
P70S6K (Phospho-Ser371),0.164945611,1.655518021,0.105278419,1.978310408,1.102939162,0.725661052,0.686652579,1.040152035,1.53125675,1.856999676,2.267750022,2.555600722,0.047517374,2.301490112,2.168745026,1.040109307,0.888692376,0.770150842,0.724298737,0.266807783,1.940099572
P70S6K (Phospho-Thr389),-0.270456327,0.476337634,0.135255457,0.246404706,-0.123756904,0.742759344,-0.131197978,-0.064579799,0.284842642,0.576932201,4.833204486,0.785676096,0.34642972,0.925689574,0.237103556,-0.17768839,0.27270178,0.787879104,0.63050956,0.128016004,0.056645084
P70S6K (Phospho-Ser418),0.897010057,1.109669121,1.069838934,2.145212174,0.287651604,1.610156216,0.447234125,0.538480701,1.012642115,1.750198952,9.915162321,0.503653497,0.467754955,2.340835799,1.200323084,0.976226668,1.066184355,1.441220853,0.749772922,1.477288628,1.115998714
P90RSK (Phospho-Thr359/Ser363),-0.867734456,0.082839344,0.085172931,-0.158287461,-1.072073715,-1.096599857,-0.156519642,-0.919900975,-0.235828004,0.68502498,0.644305917,-1.700996648,-1.530316243,-0.750970295,-0.339927269,-1.079048073,2.253927827,-0.550863817,-0.835501042,-0.135092873,-2.00695379
P90RSK (Phospho-Ser380),-0.109941176,0.142751791,0.071482644,0.841103032,0.002040292,0.33791453,-0.119089744,-0.130425736,0.564560631,0.20782594,0.177322356,0.367999991,0.387342749,0.643200661,-0.035723723,-0.137891456,0.289260625,-0.077094139,0.417795835,0.458130079,-0.101606783
P90RSK (Phospho-Thr573),-0.141533229,0.319771112,0.807110321,-0.140227076,-0.176621821,0.12888322,0.018144245,0.665284848,0.73985256,-0.034621371,-0.48835449,-0.181393815,-0.373229008,-0.02169846,-0.192153635,0.114919409,0.09791165,0.003284708,0.552324795,0.816128244,2.467696508
PAK1 (Phospho-Thr212),-0.907366525,0.101170003,-0.008360738,-0.505188443,-0.245416491,-0.404093121,-0.465219714,-0.490167468,0.601847637,-0.523896475,-0.726582191,-0.435573128,-0.152201708,-0.59519999,-0.718123865,-0.683156183,0.035431128,-0.936519636,-0.071489476,-0.737679411,-0.121052039
PAK1/2/3 (Phospho-Thr423/402/421),-0.409667374,0.622727308,-0.077908368,-0.778975425,0.115180386,-0.003602725,-0.199606327,-0.078232254,-0.519458197,-0.107306536,-0.052629137,-0.811734987,-0.54010245,-0.406777142,-0.359191201,-0.385427907,0.033483883,-0.248061111,-0.079795516,-0.43926656,0.060944934
PAK1/2/3 (Phospho-Ser141),0.009909251,0.443101756,-0.090409506,-0.223128376,-0.180203624,0.158716298,0.024580998,-0.204761211,0.01242576,0.418169865,-0.413198818,0.040216529,0.301297814,0.372055781,-0.278600075,0.071847175,0.233160668,0.347775171,0.138345535,0.275951863,0.390801859
PEA-15 (Phospho-Ser116),0.168497886,0.161844284,0.068453975,0.59198845,0.058177573,-0.0629459,-0.092900525,-0.086138701,0.090928407,0.193750938,0.118163019,0.490699218,0.218001434,1.046002857,-0.073342323,-0.492000836,-0.07046109,0.449935837,0.121448354,0.406988002,0.071513408
PKA CAT (Phospho-Thr197),0.123136186,0.435537987,0.110860524,0.418295804,0.04679236,0.10893743,-0.160057426,-0.134407366,0.372871499,0.370672529,0.386323207,-0.084609469,0.346875197,0.230357634,0.072417846,-0.25969969,-0.051140715,0.489710833,0.106415739,0.024182494,-0.157489979
PP2A-alpha (Phospho-Tyr307),0.005272647,0.418964173,0.209469535,5.302733721,1.165192585,1.305445039,0.251818518,0.118332815,2.916134223,1.775663069,-0.407229723,1.572671054,1.302522942,1.131140035,0.667413771,0.49315355,-0.058368119,0.735015841,0.680092434,0.774181632,1.153396044
Raf1 (Phospho-Tyr341),0.04431451,0.618629818,0.171954044,0.590107169,0.093790608,0.10590271,-0.015073895,-0.070486417,0.474518439,0.341302432,0.574981263,0.25920159,0.722299288,0.33317171,-0.015182638,-0.089929944,0.322687185,0.656292286,0.334188817,0.533884535,0.15263632
Raf1 (Phospho-Ser621),-0.04024883,0.58011332,0.16650276,1.177644589,0.157210467,0.073377284,0.288546363,0.27688548,0.76072117,0.745697593,1.001981967,5.640609942,0.847818833,0.485587861,0.552081466,0.072618963,0.271321384,0.593717591,0.39757663,0.752345853,0.67765687
RyR2 (Phospho-Ser2808),0.414638657,0.315625219,-0.022241934,0.592606434,-0.151623898,0.645677892,-0.18253118,0.52871431,0.880158414,-0.033362802,-0.308935475,2.121917694,1.399795242,0.586850223,0.19099488,0.15925915,0.981102992,1.974655421,0.888530784,0.736034822,0.267609955
SYK (Phospho-Tyr323),-0.003452634,0.486262271,-0.031064043,0.379620264,0.3560878,-0.075817671,-0.124469854,-0.208979198,0.127615043,0.05393429,0.88078962,0.081596433,0.58185155,0.412410765,0.02933208,0.068678268,-0.116112293,0.573366183,0.092605627,0.220381412,-0.353373301
Synapsin (Phospho-Ser62),-0.109741535,0.26877235,-0.531932043,-0.108459354,-0.462103712,-0.130281596,-0.410687923,-0.237176091,-0.011236399,-0.594954786,-0.458512462,-0.402919126,0.186884405,0.097718503,-0.320051393,-0.336097287,-0.398504869,0.315309693,0.384868296,-0.519113979,0.347199968
Tuberin/TSC2 (Phospho-Ser939),-0.526529611,-0.677006855,-0.380879207,0.329054196,-0.427075426,-0.492505919,-0.366745239,-0.517571387,-0.07462415,-0.261289455,-0.311940039,-0.755238937,0.072091075,-0.367192037,-0.593529048,-0.447299562,-0.396411772,1.067961372,-0.398235542,-0.299446994,-0.854611239
Tuberin/TSC2 (Phospho-Thr1462),-0.440995512,0.400980028,0.182156881,0.665477411,-0.146295808,0.133080062,-0.043995841,-0.17375439,0.362090629,-0.022793436,-0.118513318,-0.442261845,0.157559178,0.476724407,-0.074700362,-0.224202069,-0.211311714,1.086317943,0.053716394,0.195297022,0.072006056
VAV2 (Phospho-Tyr142),-0.99963988,0.125804766,0.04537369,-0.579078121,0.066139544,0.600497862,0.41714664,0.148064956,0.643949584,0.746258496,-0.380806261,0.641958629,-0.736454711,0.975912483,0.219053968,0.876997025,3.607992286,0.83085147,0.672654899,-0.686021825,-0.621727695
Catenin beta (Phospho-Tyr489),-0.544503059,-0.25088736,-0.819300785,-0.805917158,-0.63133234,-0.154807695,-0.537955693,-0.604385405,-0.769048977,-0.71908183,0.687604899,-1.252563756,-0.440392151,0.144804359,-0.647394745,-0.274156545,1.943267138,-0.351783524,-0.243782626,-0.209097653,-0.638777315
CREB (Phospho-Thr100),-0.659637106,-0.533081313,-0.46963865,-0.433943476,-0.271614691,-0.459065643,-0.517853839,-0.482843365,-0.324235279,-0.365655635,0.892303432,-0.71930451,-0.773872851,-0.352841504,-0.566970087,-0.179608745,-0.055059901,-0.472074521,-0.509176165,-0.404532143,-1.058338482
Ezrin (Phospho-Tyr478),-0.36887335,0.669849982,-0.32613156,-0.345338626,0.021163179,0.267891582,0.029224451,-0.196767209,0.238110616,-0.081358239,-0.762016007,1.86663482,-0.002296608,1.736577595,0.41712757,0.445560797,0.329792274,-0.462475661,0.380641331,-0.278409023,-0.037033967
p53 (Phospho-Ser366),0.129746691,1.343341881,0.198109703,0.201706554,0.110309213,0.468414181,0.215065281,0.104857983,0.831157251,0.454348607,-0.160897134,0.079605723,0.001696194,0.481955996,0.180296156,-0.028962067,0.282706071,0.268782717,0.144423034,0.294557874,0.321485036
p53 (Phospho-Ser378),-0.446001374,1.339476529,0.222907021,-0.171919547,-0.157684238,0.571746374,-0.26128714,-0.264230835,-0.052271628,0.317529183,-0.710522218,2.533465958,0.860992593,0.297942919,1.066615315,-0.399626427,-0.335926563,-0.150550496,0.313011701,0.290656615,-0.277425903
Rb (Phospho-Ser608),0.225452862,0.423268225,0.14785394,0.214704968,-0.059643324,0.497151329,-0.119791146,-0.240520932,1.24294109,0.49624111,0.798015496,0.693032128,0.353454423,0.6195855,0.085803948,0.08034448,0.010243687,0.280974311,0.063834698,0.31884731,-0.005252482
SRF (Phospho-Ser77),-0.153155181,0.307691264,-0.051563188,-0.009315358,-0.025506144,0.176420441,-0.252822695,-0.26195543,0.009136224,-0.149139755,0.627446325,-0.138572944,-0.07481318,0.040522025,-0.173797737,-0.148868095,-0.058521435,0.003875736,-0.170739261,0.056835076,-0.248054787
Trk A (Phospho-Tyr701),0.339363123,-0.831256795,-0.047477696,0.60255326,0.402973259,0.377871817,0.106724287,0.109690257,0.400878378,0.267395972,-0.284201939,-1.215725413,-0.396924382,-0.47505274,-0.218778833,0.655107512,0.607991264,-0.088689632,0.159031359,0.052133267,0.099104229
Trk A (Phospho-Tyr680/681),0.019775992,0.31662832,-0.020142147,0.360594632,-0.057136417,0.339550525,-0.213912037,-0.276420336,0.599301973,4.167265031,1.20930359,0.479917231,0.40700159,5.281787307,-0.147838983,-0.429172946,-0.168144322,0.681901293,0.083893536,0.254653433,-0.309917418
