,ABL1,AKT1,AMPK,ATG13,ATG5,ATM/ATR,ATM/ATR_2,BAX,BCL2,CASP3,CASP9,CDK4,CDKN1A,CDKN2A,DNAdamage,DNAdamage_high,E2F1,EIF4EBP1,FOXO3,HIPK2,IGF1,IGF1R,IKBKB,IL1B,IL6,IRS1,lowNutrition,MAP2K3/MAP2K6,MAPK14,MDM2,MTOR,NAD+,NFKB1,NFKBIE,PDK1,PIK3CA,PPARGC1A,PTEN,RB1,RHEB,ROS,S6K1,SGK1,SIRT1,SOD2,TNF,TP53,TP53_s46,TSC2,ULK1
OUTPUT: 312,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 313,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1
OUTPUT: 313,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 314,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0
OUTPUT: 314,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 315,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
OUTPUT: 315,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 316,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0
OUTPUT: 316,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 317,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
OUTPUT: 317,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 318,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
OUTPUT: 318,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 319,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0
OUTPUT: 319,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 320,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0
OUTPUT: 320,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 321,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1
OUTPUT: 321,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 322,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0
OUTPUT: 322,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 323,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
OUTPUT: 323,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 324,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1
OUTPUT: 324,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 325,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1
OUTPUT: 325,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 326,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
OUTPUT: 326,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 327,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0
OUTPUT: 327,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 328,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0
OUTPUT: 328,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 329,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1
OUTPUT: 329,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 330,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0
OUTPUT: 330,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 331,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1
OUTPUT: 331,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 332,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1
OUTPUT: 332,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 333,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
OUTPUT: 333,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 334,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1
OUTPUT: 334,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 335,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
OUTPUT: 335,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 336,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1
OUTPUT: 336,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 337,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1
OUTPUT: 337,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 338,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0
OUTPUT: 338,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 339,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1
OUTPUT: 339,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 340,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0
OUTPUT: 340,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 341,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1
OUTPUT: 341,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 342,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0
OUTPUT: 342,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 343,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1
OUTPUT: 343,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 344,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1
OUTPUT: 344,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 345,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1
OUTPUT: 345,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 346,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0
OUTPUT: 346,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 347,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0
OUTPUT: 347,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 348,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1
OUTPUT: 348,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 349,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1
OUTPUT: 349,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 350,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1
OUTPUT: 350,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 351,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0
OUTPUT: 351,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 352,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
OUTPUT: 352,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 353,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1
OUTPUT: 353,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 354,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0
OUTPUT: 354,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 355,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1
OUTPUT: 355,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 356,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1
OUTPUT: 356,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 357,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1
OUTPUT: 357,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 358,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
OUTPUT: 358,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 359,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
OUTPUT: 359,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 360,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1
OUTPUT: 360,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 361,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
OUTPUT: 361,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 362,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
OUTPUT: 362,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 363,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0
OUTPUT: 363,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 364,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0
OUTPUT: 364,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 365,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
OUTPUT: 365,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 366,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
OUTPUT: 366,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 367,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1
OUTPUT: 367,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 368,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
OUTPUT: 368,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 369,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0
OUTPUT: 369,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 370,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1
OUTPUT: 370,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 371,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1
OUTPUT: 371,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 372,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0
OUTPUT: 372,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 373,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1
OUTPUT: 373,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 374,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0
OUTPUT: 374,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
